indice,id_producto,nombre_producto,hexadecimal,categoria_prenda,subcategoria_prenda,adventurous,weather,style,application,print,basic,nivel,subnivel
2122,5ca9fe2d-e0eb-45ee-8204-6a0f6f89ef82,Ramona Shirt colourblock ,FFC0CB,top,t-shirts,3,warm,casual,freetime,horizontal_stripes,False,3,3.1
2123,1595053b-d968-4868-a96e-2f5d609754dc,Vinyla Cardigan knit ,FFC0CB,top,cardigan,3,warm_season,boho,freetime,smooth,False,3,3.1
2124,0c5e7906-3805-4c43-80ee-ad06b912964a,Vilvera Top cloud ,666633,top,tops,3,warm_season,boho,freetime,smooth,False,3,3.1
2125,0c5e7906-3805-4c43-80ee-ad06b912964a,Vilvera Top cloud ,ECE9D6,top,tops,3,warm_season,boho,freetime,smooth,False,3,3.1
2126,a461af9e-80f8-4888-bff6-75fbcb03951e,Peach Jacket denim ,87CEFA,outerwear,structured_jacket,2,warm_season,casual,freetime,smooth,False,4,4.1
2128,d75aebc6-14d6-4cce-86f4-a4d7f9b5f205,Leafs Pant season ,666633,bottoms,baggie,3,warm_season,boho,freetime,miniprint,False,2,2.2
2129,ac060e2f-42d7-4ffd-ac6d-23a8e9c225d8,Tula Shirt season ,B94600,top,shirt,3,warm_season,classic,work,floral,False,3,3.1
2130,395aa31f-838e-4949-a4d7-a869bf66c3c4,Weerda Sweater mustard ,BBE2AD,top,sweaters,3,cold_season,casual,freetime,smooth,False,3,3.1
2131,5c1fa828-3470-4928-afeb-0db9a7491b48,Elioh Tshirt off ,ECE9D6,top,t-shirts,2,warm,casual,freetime,smooth,False,3,3.1
2132,cdbcce2c-9da9-45ce-bad7-a9cb77fe5a94,Carturner Top sky ,00008b,top,blouse,2,cold_season,classic,work,smooth,False,3,3.1
2133,6ac59fe3-df22-47e6-a1e6-7c03ceaa9549,Alexandra Short stripe ,FFFFFF,bottoms,shorts,3,warm,boho,freetime,vertical_stripes,False,2,2.2
2134,fa8d002e-113b-454a-a0d3-559e7868592e,Carlux Pant saint ,000000,bottoms,culotte,3,warm_season,boho,freetime,sheets,False,2,2.2
2135,6ea50181-bb95-405b-9215-a56908503953,Kawilla Shirt flower ,FFC0CB,top,blouse,3,warm_season,boho,freetime,floral,False,3,3.1
2136,eb241664-ae83-4e3b-9bba-2568af7dfd3e,Carjones Jeans skinny ,000000,bottoms,cigarette,2,cold_season,casual,work,smooth,False,2,2.2
2137,c1be04ea-d353-4287-9259-11e5df7e27ca,Visofina Pant short ,00008b,bottoms,shorts,3,warm,classic,work,smooth,False,2,2.2
2138,c1be04ea-d353-4287-9259-11e5df7e27ca,Visofina Pant short ,000000,bottoms,shorts,3,warm,classic,work,smooth,False,2,2.2
2139,9f15060b-40f4-40c8-ae08-32a53a5f8bed,Onlsky Skirt midi ,FFFFFF,skirt,miniskirt,2,warm,street,freetime,smooth,False,2,2.1
2140,05b7ad2d-50bf-4356-8d5f-8c32cabd5120,Print Jacket bomb ,00008b,outerwear,bomber,3,warm_season,street,freetime,ethnic,False,4,4.1
2141,e7380202-5461-4934-9ba6-9fe0223fcb9b,Summ Playsuit ycoo ,000000,jumpsuit,jumpsuit,3,warm,boho,freetime,smooth,False,1,1.2
2142,e7380202-5461-4934-9ba6-9fe0223fcb9b,Summ Playsuit ycoo ,00008b,jumpsuit,jumpsuit,3,warm,boho,freetime,smooth,False,1,1.2
2143,50369792-053e-4a10-ad4c-537b91b1de06,Collection Shirt chi ,00008b,top,tops,2,warm,classic,work,smooth,False,3,3.1
2144,50369792-053e-4a10-ad4c-537b91b1de06,Collection Shirt chi ,FFFFFF,top,tops,2,warm,classic,work,smooth,False,3,3.1
2145,50369792-053e-4a10-ad4c-537b91b1de06,Collection Shirt chi ,000000,top,tops,2,warm,classic,work,smooth,False,3,3.1
2146,7022e45f-2576-49c1-b0ad-0e32d6970661,Japan Shirt season ,FFFFFF,top,blouse,3,warm_season,boho,work,floral,False,3,3.1
2147,5acd4351-402b-4946-ae29-76e691ff7549,Striped Top one ,164A0A,top,tops,2,warm,classic,freetime,vertical_stripes,False,3,3.1
2148,5acd4351-402b-4946-ae29-76e691ff7549,Striped Top one ,FFFFFF,top,tops,2,warm,classic,freetime,vertical_stripes,False,3,3.1
2149,efb38a65-e4dd-4942-8f73-d9268f284055,Leandra Scarf cahier ,40E0D0,scarf,handkerchief,2,warm_season,classic,work,geometric,False,4,4.2
2150,efb38a65-e4dd-4942-8f73-d9268f284055,Leandra Scarf cahier ,008000,scarf,handkerchief,2,warm_season,classic,work,geometric,False,4,4.2
2151,e4000baa-8e51-4647-a892-a49b8c12ce8b,Layna Scarf cahier ,008000,scarf,handkerchief,2,warm_season,classic,work,miniprint,False,4,4.2
2152,0d35a664-1859-4a7f-b62c-868e57be230d,Lilah Scarf cahier ,008000,scarf,handkerchief,2,warm_season,classic,freetime,geometric,False,4,4.2
2157,3ea7f03e-f546-467e-bb38-f9a400641506,Seis Tshirt jers ,FFC0CB,top,t-shirts,2,warm,casual,freetime,horizontal_stripes,False,3,3.1
2158,3ea7f03e-f546-467e-bb38-f9a400641506,Seis Tshirt jers ,40E0D0,top,t-shirts,2,warm,casual,freetime,horizontal_stripes,False,3,3.1
2159,3ea7f03e-f546-467e-bb38-f9a400641506,Seis Tshirt jers ,FFFFFF,top,t-shirts,2,warm,casual,freetime,horizontal_stripes,False,3,3.1
2160,7adac8b3-7af5-4025-9e92-0cb1ce93e2cf,Jrmadalan Short nice ,B94600,bottoms,shorts,3,warm,boho,freetime,smooth,False,2,2.2
2161,6438398c-f314-44ba-9f48-12c584995eb2,Jrfive Jeans mahela ,00008b,bottoms,straight,3,warm_season,boho,freetime,smooth,False,2,2.2
2162,abf17df8-7205-4ed4-8daa-c0326aebd603,Sia Short pant ,00008b,bottoms,shorts,3,warm,casual,freetime,polka_dot,False,2,2.2
2163,2b2833d0-819a-460e-a46c-ec921a12bc9f,Season Shirt flower ,153668,top,blouse,2,warm_season,boho,freetime,floral,False,3,3.1
2164,55c2d87b-3923-4475-843e-943c39c46421,Majolica Top detail ,87CEFA,top,tops,2,warm,classic,freetime,smooth,False,3,3.1
2166,eb7c1f9f-dba6-4b99-a904-eb6406065bef,Wabias Skirt satin ,666633,skirt,flared_skirt,4,warm,classic,special_occasion,smooth,False,2,2.1
2167,eb7c1f9f-dba6-4b99-a904-eb6406065bef,Wabias Skirt satin ,FFC0CB,skirt,flared_skirt,4,warm,classic,special_occasion,smooth,False,2,2.1
2168,3e82b9ae-e4e5-4fc1-a983-4b72ca89125b,Wahidden Jumpsuit print ,000000,jumpsuit,jumpsuit,4,warm,boho,freetime,tropical,False,1,1.2
2169,b4c5c3cb-b4a9-4aa4-a28a-3bf00db390ae,Haywood Cardigan bay ,164A0A,top,cardigan,3,cold_season,boho,freetime,smooth,False,3,3.1
2170,08d89d4a-f7eb-4fcf-af87-ffbe16f77394,Animals Top print ,462C0E,top,tops,3,warm,boho,freetime,printed,False,3,3.1
2173,8772bba7-13ee-4edc-a326-30afb7a40428,Cerise Playsuit solid ,DEB24C,top,sweatshirt,3,warm,classic,freetime,smooth,False,3,3.1
2174,8772bba7-13ee-4edc-a326-30afb7a40428,Cerise Playsuit solid ,666633,top,sweatshirt,3,warm,classic,freetime,smooth,False,3,3.1
2178,8772bba7-13ee-4edc-a326-30afb7a40428,Cerise Playsuit solid ,800000,top,sweatshirt,3,warm,classic,freetime,smooth,False,3,3.1
2179,8772bba7-13ee-4edc-a326-30afb7a40428,Cerise Playsuit solid ,00008b,top,sweatshirt,3,warm,classic,freetime,smooth,False,3,3.1
2180,8772bba7-13ee-4edc-a326-30afb7a40428,Cerise Playsuit solid ,FFC0CB,top,sweatshirt,3,warm,classic,freetime,smooth,False,3,3.1
2181,8772bba7-13ee-4edc-a326-30afb7a40428,Cerise Playsuit solid ,000000,top,sweatshirt,3,warm,classic,freetime,smooth,False,3,3.1
2182,31b86155-5184-4e01-beaa-73944d5b280b,Cerise Skirt karai ,00008b,skirt,miniskirt,3,warm,boho,freetime,floral,False,2,2.1
2183,2b1f8708-21cf-4af1-80f4-13f1fe48bb99,Combi Jumpsuit summ ,00008b,top,sweatshirt,3,warm,boho,freetime,animal_print,False,3,3.1
2184,2b1f8708-21cf-4af1-80f4-13f1fe48bb99,Combi Jumpsuit summ ,B11730,top,sweatshirt,3,warm,boho,freetime,animal_print,False,3,3.1
2185,661cd95f-0c8d-40d7-9ecf-b2a0577f9d98,Viki Shirt burnout ,164A0A,top,blouse,2,warm_season,boho,work,smooth,False,3,3.1
2186,60e61d82-70d6-46ce-95f4-dba9f7cf4412,Vivana Tshirt ltd ,800000,top,t-shirts,3,warm,casual,freetime,horizontal_stripes,False,3,3.1
2187,60e61d82-70d6-46ce-95f4-dba9f7cf4412,Vivana Tshirt ltd ,008000,top,t-shirts,3,warm,casual,freetime,horizontal_stripes,False,3,3.1
2188,60e61d82-70d6-46ce-95f4-dba9f7cf4412,Vivana Tshirt ltd ,00008b,top,t-shirts,3,warm,casual,freetime,horizontal_stripes,False,3,3.1
2189,c71f59b5-6b2d-45d1-b52f-0ac4f44ca535,Bspenelopes Sweater peac,00008b,top,sweaters,4,cold_season,classic,freetime,horizontal_stripes,False,3,3.1
2193,1692bd79-6fab-4781-a777-f5ea7e96972e,Bygina Top rib ,000000,top,tops,3,warm_season,boho,freetime,sheets,False,3,3.1
2244,2a9910f9-d511-484f-a067-f66f50fbb197,Naya Skirt fit ,00008b,skirt,straight,2,warm_season,casual,freetime,smooth,False,2,2.1
2245,2a9910f9-d511-484f-a067-f66f50fbb197,Naya Skirt fit ,DFC8B2,skirt,straight,2,warm_season,casual,freetime,smooth,False,2,2.1
2259,269f91d6-6551-484a-a62f-45172980003b,Nanni Pant ankle,00008b,bottoms,other,3,warm_season,street,freetime,smooth,False,2,2.2
2260,269f91d6-6551-484a-a62f-45172980003b,Nanni Pant ankle,0000FF,bottoms,other,3,warm_season,street,freetime,smooth,False,2,2.2
2264,269f91d6-6551-484a-a62f-45172980003b,Nanni Pant ankle,000000,bottoms,other,3,warm_season,street,freetime,smooth,False,2,2.2
2268,fe3c8256-90f7-4827-b4a7-4dd5d24531db,Ivan Top ware ,B94600,top,shirt,3,warm_season,classic,work,animal_print,False,3,3.1
2269,37013051-4c93-48d0-bb88-edecbfe7f5bf,Pep Cardigan one ,00008b,top,cardigan,2,cold_season,classic,work,smooth,True,3,3.1
2345,3101ace8-cd87-4df2-9c8d-fcec880db179,Mix Shirt stripes ,D84936,top,t-shirts,2,cold_season,casual,freetime,horizontal_stripes,False,3,3.1
2346,3101ace8-cd87-4df2-9c8d-fcec880db179,Mix Shirt stripes ,00008b,top,t-shirts,2,cold_season,casual,freetime,horizontal_stripes,False,3,3.1
2347,462b1d34-bf85-4791-a428-65febf688b11,Floun Top colors,B11730,top,tops,2,warm,boho,freetime,smooth,False,3,3.1
2348,462b1d34-bf85-4791-a428-65febf688b11,Floun Top colors,00008b,top,tops,2,warm,boho,freetime,smooth,False,3,3.1
2349,462b1d34-bf85-4791-a428-65febf688b11,Floun Top colors,87CEFA,top,tops,2,warm,boho,freetime,smooth,False,3,3.1
2350,462b1d34-bf85-4791-a428-65febf688b11,Floun Top colors,000000,top,tops,2,warm,boho,freetime,smooth,False,3,3.1
2351,462b1d34-bf85-4791-a428-65febf688b11,Floun Top colors,164A0A,top,tops,2,warm,boho,freetime,smooth,False,3,3.1
2388,88e2d887-9ffe-48fe-81f7-96650fff8cca,Hippie Shirt geo,00008b,top,shirt,2,warm_season,classic,work,retro,False,3,3.1
2417,985d7aa0-9c0a-4c7b-8ce1-9c51397a4a70,Bsrae Pant short ,FFA500,bottoms,shorts,2,warm,casual,freetime,smooth,False,2,2.2
2418,985d7aa0-9c0a-4c7b-8ce1-9c51397a4a70,Bsrae Pant short ,000081,bottoms,shorts,2,warm,casual,freetime,smooth,False,2,2.2
2425,3a583d4f-8384-4dd8-90ee-d9a8b5bfffc5,Icone Skirt hearts,B11730,skirt,frill,3,warm,boho,freetime,miniprint,False,2,2.1
2426,3a583d4f-8384-4dd8-90ee-d9a8b5bfffc5,Icone Skirt hearts,ECE9D6,skirt,frill,3,warm,boho,freetime,miniprint,False,2,2.1
2427,4b5e895d-ccb8-425f-8eb4-63828b648e6f,Verta Sweater ycoo,DEB24C,top,sweaters,3,warm_season,street,freetime,geometric,False,3,3.1
2428,4b5e895d-ccb8-425f-8eb4-63828b648e6f,Verta Sweater ycoo,008000,top,sweaters,3,warm_season,street,freetime,geometric,False,3,3.1
2429,4b5e895d-ccb8-425f-8eb4-63828b648e6f,Verta Sweater ycoo,B11730,top,sweaters,3,warm_season,street,freetime,geometric,False,3,3.1
2490,bba59650-bca3-4094-90e1-ec3e67503fd7,Cerise Jacket green ,008000,outerwear,bomber,3,warm_season,boho,freetime,floral,False,4,4.1
2491,fa33b8b4-ace9-4a12-aa0a-3675098c8c5d,Cream Jacket bomber,DFC8B2,outerwear,bomber,3,warm_season,boho,freetime,floral,False,4,4.1
2510,e5ea2d9f-325b-4a91-aaa4-72e9a77decb8,Denim Jeans anna,00008b,bottoms,cigarette,2,warm_season,street,freetime,smooth,False,2,2.2
2531,ab13f05e-b0a2-49a9-99de-a211187093fc,Senes Sweater rainbow ,FFFFFF,top,sweaters,2,warm_season,casual,freetime,smooth,False,3,3.1
2532,ab13f05e-b0a2-49a9-99de-a211187093fc,Senes Sweater rainbow ,86BE2D,top,sweaters,2,warm_season,casual,freetime,smooth,False,3,3.1
2533,ab13f05e-b0a2-49a9-99de-a211187093fc,Senes Sweater rainbow ,BBE2AD,top,sweaters,2,warm_season,casual,freetime,smooth,False,3,3.1
2534,ab13f05e-b0a2-49a9-99de-a211187093fc,Senes Sweater rainbow ,FFC0CB,top,sweaters,2,warm_season,casual,freetime,smooth,False,3,3.1
2535,ab13f05e-b0a2-49a9-99de-a211187093fc,Senes Sweater rainbow ,D3D3D3,top,sweaters,2,warm_season,casual,freetime,smooth,False,3,3.1
2536,ab13f05e-b0a2-49a9-99de-a211187093fc,Senes Sweater rainbow ,00008b,top,sweaters,2,warm_season,casual,freetime,smooth,False,3,3.1
2537,ab13f05e-b0a2-49a9-99de-a211187093fc,Senes Sweater rainbow ,E65A5B,top,sweaters,2,warm_season,casual,freetime,smooth,False,3,3.1
2538,ab13f05e-b0a2-49a9-99de-a211187093fc,Senes Sweater rainbow ,000000,top,sweaters,2,warm_season,casual,freetime,smooth,False,3,3.1
2539,ab13f05e-b0a2-49a9-99de-a211187093fc,Senes Sweater rainbow ,FFFF00,top,sweaters,2,warm_season,casual,freetime,smooth,False,3,3.1
2540,ab13f05e-b0a2-49a9-99de-a211187093fc,Senes Sweater rainbow ,008000,top,sweaters,2,warm_season,casual,freetime,smooth,False,3,3.1
2541,ab13f05e-b0a2-49a9-99de-a211187093fc,Senes Sweater rainbow ,FFA500,top,sweaters,2,warm_season,casual,freetime,smooth,False,3,3.1
2542,ab13f05e-b0a2-49a9-99de-a211187093fc,Senes Sweater rainbow ,000081,top,sweaters,2,warm_season,casual,freetime,smooth,False,3,3.1
2543,ab13f05e-b0a2-49a9-99de-a211187093fc,Senes Sweater rainbow ,B11730,top,sweaters,2,warm_season,casual,freetime,smooth,False,3,3.1
2544,ab13f05e-b0a2-49a9-99de-a211187093fc,Senes Sweater rainbow ,87CEFA,top,sweaters,2,warm_season,casual,freetime,smooth,False,3,3.1
2556,16591494-23da-45df-b19a-7584e008ff9d,Jog Skirt happy ,00008b,skirt,straight,2,warm,casual,freetime,smooth,False,2,2.1
2557,16591494-23da-45df-b19a-7584e008ff9d,Jog Skirt happy ,B11730,skirt,straight,2,warm,casual,freetime,smooth,False,2,2.1
2558,cc4ecbc9-9603-4ccd-aa52-8ab6f386217e,Neo Shirt cahier,ECE9D6,top,shirt,3,warm_season,boho,freetime,floral,False,3,3.1
2560,05f31733-6229-4ffa-a4b5-a53313897211,Ambrose Dress ward,FFFFFF,dress,crossed,3,warm_season,classic,freetime,horizontal_stripes,False,1,1.1
2579,7f2899c5-8363-4b9a-9404-c3a248021d26,Ademia Top ward,800000,top,tops,3,warm_season,street,freetime,horizontal_stripes,False,3,3.1
2589,44c9c809-19d7-4966-baae-29187ff20475,Cassie Pant neo ,9A8176,bottoms,chino,2,warm_season,classic,work,smooth,False,2,2.2
2590,44c9c809-19d7-4966-baae-29187ff20475,Cassie Pant neo ,ECE9D6,bottoms,chino,2,warm_season,classic,work,smooth,False,2,2.2
2591,44c9c809-19d7-4966-baae-29187ff20475,Cassie Pant neo ,FFC0CB,bottoms,chino,2,warm_season,classic,work,smooth,False,2,2.2
2636,adbb8ff1-c684-4eb6-bd76-30c7a0528f4a,Margarie Shirt season ,B11730,top,blouse,3,warm_season,boho,work,floral,False,3,3.1
2655,50e4be4b-c4cd-4925-b002-9d21c33df8d1,Rob Dress rouge ,B11730,dress,with_pleat,2,warm_season,classic,freetime,sheets,False,1,1.1
2671,a2ccb434-9ca2-4a0e-8d44-f28de6dfaab7,Closet Jacket ohio,000000,outerwear,kimono,3,warm,boho,freetime,floral,False,4,4.1
2677,fddac2ae-d3d9-4bab-9ac4-db35cc7e6cda,Olinou T-shirt mc,DEB24C,top,t-shirts,3,warm_season,boho,freetime,smooth,False,3,3.1
2678,fddac2ae-d3d9-4bab-9ac4-db35cc7e6cda,Olinou T-shirt mc,666633,top,t-shirts,3,warm_season,boho,freetime,smooth,False,3,3.1
2679,fddac2ae-d3d9-4bab-9ac4-db35cc7e6cda,Olinou T-shirt mc,00008b,top,t-shirts,3,warm_season,boho,freetime,smooth,False,3,3.1
2686,31b13415-6f57-4e68-b76e-9073843ee3dc,Closet Shirt delaware ,800000,top,blouse,2,warm_season,boho,freetime,geometric,False,3,3.1
2687,9575c0ba-0344-4a7b-a8f4-ce23fce68617,Closet Top mays,DFC8B2,top,tops,2,warm,boho,freetime,animal_print,False,3,3.1
2688,06567ff4-6cc3-4527-978c-9ff7d98a5fd1,Closet Skirt saturno ,DEB24C,skirt,straight,3,warm,boho,freetime,retro,False,2,2.1
2689,1f64985a-9b97-4f90-97cc-40e871c27612,Laras Tshirt order,FFFFFF,top,t-shirts,2,warm,street,freetime,smooth,False,3,3.1
2692,15230c70-fec6-4331-b4ba-d4912a8756ee,Kansas Tshirt fit,FFFFFF,top,t-shirts,3,warm_season,casual,freetime,smooth,False,3,3.1
2693,15230c70-fec6-4331-b4ba-d4912a8756ee,Kansas Tshirt fit,00008b,top,t-shirts,3,warm_season,casual,freetime,smooth,False,3,3.1
2700,928bb15e-bf36-408a-948a-a7f70a303b0b,Likke Skirt denim ,008000,skirt,straight,3,warm_season,casual,freetime,smooth,False,2,2.1
2701,928bb15e-bf36-408a-948a-a7f70a303b0b,Likke Skirt denim ,FFFF00,skirt,straight,3,warm_season,casual,freetime,smooth,False,2,2.1
2705,42e6a13c-5d7b-4d9e-be71-efb396111f3d,Pckamala Tshirt noos,FFC0CB,top,t-shirts,2,warm_season,casual,freetime,smooth,False,3,3.1
2706,42e6a13c-5d7b-4d9e-be71-efb396111f3d,Pckamala Tshirt noos,000000,top,t-shirts,2,warm_season,casual,freetime,smooth,False,3,3.1
2713,42e6a13c-5d7b-4d9e-be71-efb396111f3d,Pckamala Tshirt noos,B94600,top,t-shirts,2,warm_season,casual,freetime,smooth,False,3,3.1
2714,42e6a13c-5d7b-4d9e-be71-efb396111f3d,Pckamala Tshirt noos,666633,top,t-shirts,2,warm_season,casual,freetime,smooth,False,3,3.1
2716,b7392531-9447-47eb-8555-75d290466fe8,Moy Coat lion,5F5E5E,outerwear,coat,3,cold,classic,freetime,animal_print,False,4,4.1
2717,b3e94388-35ef-4fb8-891f-4310ad859a6c,Denim Pant short,87CEFA,bottoms,shorts,4,warm_season,casual,freetime,smooth,False,2,2.2
2718,b3e94388-35ef-4fb8-891f-4310ad859a6c,Denim Pant short,00008b,bottoms,shorts,4,warm_season,casual,freetime,smooth,False,2,2.2
2719,06de9431-d05c-4e9f-85c4-553e391f1de0,Lola Skirt raw,FFFFFF,skirt,miniskirt,3,warm_season,street,freetime,smooth,False,2,2.1
2720,06de9431-d05c-4e9f-85c4-553e391f1de0,Lola Skirt raw,FFFF00,skirt,miniskirt,3,warm_season,street,freetime,smooth,False,2,2.1
2721,06de9431-d05c-4e9f-85c4-553e391f1de0,Lola Skirt raw,FFC0CB,skirt,miniskirt,3,warm_season,street,freetime,smooth,False,2,2.1
2723,1b02e27f-1b7a-4bd5-93f9-e1e116fbcd44,Nairobi Skirt sage ,40E0D0,skirt,skater,3,warm_season,street,freetime,smooth,False,2,2.1
2736,a396fd8f-090c-42ad-be59-348beb96fc52,Cerise Skirt long ,00008b,skirt,frill,3,warm_season,classic,freetime,miniprint,False,2,2.1
2737,d89f8a20-28c5-45c5-8294-2d77690384ac,Cerise Top mykonos ,FFFFFF,top,tops,3,warm,boho,freetime,smooth,False,3,3.1
2755,2c9c7c84-e8c3-4425-98e3-1648b51d46bc,Tiwa Pant one ,000000,bottoms,cigarette,2,warm_season,casual,freetime,smooth,True,2,2.2
2757,2c9c7c84-e8c3-4425-98e3-1648b51d46bc,Tiwa Pant one ,000081,bottoms,cigarette,2,warm_season,casual,freetime,smooth,True,2,2.2
2765,0d63fc99-c6da-47b0-98b0-ec7449b9ab3f,Closet Jacket colorado,000081,outerwear,kimono,3,warm,boho,freetime,floral,False,4,4.1
2766,021367e3-0137-4490-9442-ce69046baadc,Queen Jeans slim,FFFFFF,bottoms,cigarette,2,warm_season,classic,work,smooth,False,2,2.2
2771,629c1520-41c9-4963-868c-098f6a6ff782,Grenat Tshirt vic ,800000,top,t-shirts,3,warm_season,street,freetime,smooth,False,3,3.1
2772,0c0f2c6c-b9f1-49f6-971a-1c7660788cf9,Bygrace Dress combi,B94600,dress,evase,3,warm,boho,freetime,cachemere,False,1,1.1
2778,4e526dbe-39c5-41ea-8782-d79d88c424ff,Hoody Sweater stripe ,000000,top,hoodies,3,cold_season,casual,freetime,horizontal_stripes,False,3,3.1
2779,123daad1-1f63-4fa5-8632-9c7bb0419bd4,Pigniu Top vest,00008b,top,tops,3,warm,boho,freetime,floral,False,3,3.1
2790,17707a86-1e51-4079-8ba6-28016d13a95c,Pcbippa Sweater wool ,FFC0CB,top,sweaters,3,cold,casual,freetime,horizontal_stripes,False,3,3.1
2791,64b264c6-c9c9-4322-9cb9-c29c6fb2e6a5,Bowie Tshirt cat,FFFFFF,top,t-shirts,2,cold_season,casual,freetime,horizontal_stripes,False,3,3.1
2792,814c1f03-172a-47bf-aa36-16c92c7199dc,Mlubi Sweater colour,D3D3D3,top,sweaters,2,cold_season,boho,freetime,smooth,False,3,3.1
2793,814c1f03-172a-47bf-aa36-16c92c7199dc,Mlubi Sweater colour,00008b,top,sweaters,2,cold_season,boho,freetime,smooth,False,3,3.1
2794,814c1f03-172a-47bf-aa36-16c92c7199dc,Mlubi Sweater colour,B94600,top,sweaters,2,cold_season,boho,freetime,smooth,False,3,3.1
2795,814c1f03-172a-47bf-aa36-16c92c7199dc,Mlubi Sweater colour,666633,top,sweaters,2,cold_season,boho,freetime,smooth,False,3,3.1
2796,8cff4932-c6fc-46d6-8d08-075acfcdf8f6,Kathytu Skirt tube,00008b,skirt,straight,2,warm_season,classic,freetime,smooth,False,2,2.1
2797,6a6ea269-ecc4-476d-9583-b89ad4b9fdcf,Odecoup Tshirt sm,FFFFFF,top,tops,2,warm,classic,freetime,smooth,False,3,3.1
2798,6a6ea269-ecc4-476d-9583-b89ad4b9fdcf,Odecoup Tshirt sm,FFC0CB,top,tops,2,warm,classic,freetime,smooth,False,3,3.1
2808,c53622ab-5db1-417f-b98a-6c750538d4ba,Objelisa Tshirt combo ,000000,top,t-shirts,3,cold_season,casual,freetime,horizontal_stripes,False,3,3.1
2809,c53622ab-5db1-417f-b98a-6c750538d4ba,Objelisa Tshirt combo ,FFFF00,top,t-shirts,3,cold_season,casual,freetime,horizontal_stripes,False,3,3.1
2812,3d0f7537-92e7-4358-82a5-7ee0c1aa4bb5,Anta Jacket blazer ,00008b,outerwear,blazer,3,cold_season,classic,work,checked,False,4,4.1
2813,3d0f7537-92e7-4358-82a5-7ee0c1aa4bb5,Anta Jacket blazer ,0000FF,outerwear,blazer,3,cold_season,classic,work,checked,False,4,4.1
2825,d699a152-a2d0-4869-8234-4a1c8a1ad430,Vibirdon Dress salia ,008000,dress,with_pleat,3,warm,boho,freetime,floral,False,1,1.1
2848,8780d58a-9535-4a6e-998c-696b4f765111,Femme Sweater mohair ,DEB24C,top,sweaters,2,cold,casual,freetime,smooth,False,3,3.1
2849,8780d58a-9535-4a6e-998c-696b4f765111,Femme Sweater mohair ,C7A2A2,top,sweaters,2,cold,casual,freetime,smooth,False,3,3.1
2850,aab51161-56c4-4465-8470-7db1702bb7c4,Cen Skirt check,FFC0CB,skirt,straight,3,warm_season,classic,work,prince_of_wales,False,2,2.1
2852,8ab787f1-0790-4bdd-9eec-8dfdaf42c255,Olive Pant bubble,000000,bottoms,chino,2,warm_season,classic,work,miniprint,False,2,2.2
2853,8ab787f1-0790-4bdd-9eec-8dfdaf42c255,Olive Pant bubble,A57E62,bottoms,chino,2,warm_season,classic,work,miniprint,False,2,2.2
2854,8ab787f1-0790-4bdd-9eec-8dfdaf42c255,Olive Pant bubble,C19A6B,bottoms,chino,2,warm_season,classic,work,miniprint,False,2,2.2
2855,8ab787f1-0790-4bdd-9eec-8dfdaf42c255,Olive Pant bubble,00008b,bottoms,chino,2,warm_season,classic,work,miniprint,False,2,2.2
2856,8ab787f1-0790-4bdd-9eec-8dfdaf42c255,Olive Pant bubble,DEB24C,bottoms,chino,2,warm_season,classic,work,miniprint,False,2,2.2
2857,ac9a8d20-bbd5-4fa9-bbfd-03c9df6d51ca,Closet Bag nice ,DEB24C,bag,crossbag,3,warm_season,boho,freetime,smooth,False,4,4.3
2858,ac9a8d20-bbd5-4fa9-bbfd-03c9df6d51ca,Closet Bag nice ,FFA500,bag,crossbag,3,warm_season,boho,freetime,smooth,False,4,4.3
2859,ac9a8d20-bbd5-4fa9-bbfd-03c9df6d51ca,Closet Bag nice ,000000,bag,crossbag,3,warm_season,boho,freetime,smooth,False,4,4.3
2860,ac9a8d20-bbd5-4fa9-bbfd-03c9df6d51ca,Closet Bag nice ,FFC0CB,bag,crossbag,3,warm_season,boho,freetime,smooth,False,4,4.3
2861,ef6e6d8d-5575-4927-98c9-62a3ecd27832,Kaia Foulard film ,FFFF00,scarf,foulard,2,warm_season,classic,freetime,floral,False,4,4.2
2862,ef6e6d8d-5575-4927-98c9-62a3ecd27832,Kaia Foulard film ,800000,scarf,foulard,2,warm_season,classic,freetime,floral,False,4,4.2
2863,62e1489f-4276-4566-b4e1-727374dff101,Karissa Foulard film,800000,scarf,foulard,2,warm_season,boho,freetime,ethnic,False,4,4.2
2864,62e1489f-4276-4566-b4e1-727374dff101,Karissa Foulard film,00008b,scarf,foulard,2,warm_season,boho,freetime,ethnic,False,4,4.2
2865,ef6cc2bb-ff66-43f9-ae0d-b4cc89cd929b,Kalica Foulard film,00008b,scarf,foulard,2,warm_season,boho,freetime,ethnic,False,4,4.2
2866,ef6cc2bb-ff66-43f9-ae0d-b4cc89cd929b,Kalica Foulard film,DEB24C,scarf,foulard,2,warm_season,boho,freetime,ethnic,False,4,4.2
2867,d15073f2-cfc9-4e4c-b6aa-b31a10273776,Jacinda Foulard film,0000FF,scarf,foulard,2,warm_season,classic,work,geometric,False,4,4.2
2868,d15073f2-cfc9-4e4c-b6aa-b31a10273776,Jacinda Foulard film,40E0D0,scarf,foulard,2,warm_season,classic,work,geometric,False,4,4.2
2869,d15073f2-cfc9-4e4c-b6aa-b31a10273776,Jacinda Foulard film,FFFF00,scarf,foulard,2,warm_season,classic,work,geometric,False,4,4.2
